ID,Tipo_escuela,ESCUELA,GRADO,Grupo,Anios,Total_meses,Sexo,Calificacion,ConteoT,Target,NumEntrenamientos,ConteoCorrecto11-14,Conteocorrecto_Target11-14,NumEntrenamientos2,ConteoCorrecto12-13,Conteocorrecto_Target12-13,Nivel _actividad,Sonrisa_Risa,Placer_alta_intensidad,Impulsividad,Aprox,Timidez,Miedo,Malestar,Tristeza,Frustracion,Autotranquilizacion,control_Inhibitorio,Placer_baja_intensidad,Sensibilidad perceptual,Atencion_foc,Shifting,conjunto_atencion,CE_condistractibilidad,AfectoNegativo,ExtraversionSurgency,CE_sindistractibilidad,Alerta,Orientacion,Conflicto,Errores_totales,ANT_porcentaje_errores_total,ANT_errores_omision,ANT_porcentaje_errores_omision,ANT_errores_comision,ANT_porcentaje_errores_comision,ANT_porcentajecorrecto,ANT_porcentaje_correctas_62.56,ANT_porcentaje_correctas_62.564_filtered,Alerta_62.56,Orientacion_62.56,Conflicto_62.56,Central_Cue_rt,Spatial_Cue_rt,Central_Cue_filtered,Spatial_Cue_filtered,ANT_Filtrado,Alerta_filtrado2,Orientacion_filtrado3,Conflicto_filtrado4,Perfiles,Perfiles_sindistac,CE_AltosBajos,AN_AltosBajos,Surgency_AltosBajos,CE_sindistrac_AltosBajos,CE_super_AltosBajos,AN_super_AltosBajos,Sugency_super_AltosBajos,CE_sindistrac_super_AltosBajos,Alerta_AltosBajos,Orientacion_AltosBajos,Conflicto_AltosBajos
40,0,1,1,2,,,0,8.3,13,0,3,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0,1,1,2,6,83,1,8.3,15,1,3,0,0,2,0,0,4.384615385,4.769230769,4.538461538,5.153846154,5.461538462,3.538461538,3.333333333,4.333333333,4.916666667,4.230769231,3.769230769,4,5.153846154,4.083333333,4,4,4,4.247435897,4.116666667,4.641025641,4.309294872,155.5,-67,151,99,66.66666667,31,21.08843537,68,46.2585034,33.33333333,0,,,,,994.2307692,1030.2,,,,,,,0,0,0,0,1,0,0,0,#N/A,0,1,0,1
42,0,1,1,2,7,85,1,8.8,12,0,3,1,0,2,1,0,4.583333333,4.384615385,5.692307692,5,4.615384615,3,4.833333333,3.416666667,5.166666667,5.083333333,5.230769231,4.461538462,5.230769231,4.75,5,4.4,4.785714286,4.768461538,4.746153846,4.545940171,4.860576923,-284.5,110.5,293,103,69.44444444,20,13.60544218,83,56.46258503,30.55555556,0,,,,,1090.083333,1042,,,,,,,3,3,1,1,0,1,#N/A,1,#N/A,#N/A,0,1,1
43,0,1,1,2,,,0,9.5,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0,1,1,2,6,76,0,9.4,12,0,3,1,0,2,1,0,4.538461538,4.923076923,5.230769231,3.615384615,5.384615385,3.461538462,4.25,3.545454545,2.916666667,3.461538462,5.307692308,5.153846154,5.333333333,4.75,3.888888889,4.2,4,4.665213675,3.896270396,4.525641026,4.781517094,191.5,234,229.5,76,50.69444444,10,6.802721088,66,44.89795918,49.30555556,0,,,,,1053.526316,817,,,,,,,0,0,0,0,0,0,#N/A,0,#N/A,#N/A,1,1,1
45,0,1,1,2,,,0,9.5,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0,1,1,2,,,1,9,11,0,3,1,0,3,0,0,5.615384615,4.615384615,6.307692308,5,5.769230769,3.230769231,5.272727273,4.5,5.083333333,4.615384615,4.076923077,5,5.692307692,5,4.222222222,3,3.785714286,4.582905983,4.70967366,5.08974359,4.978632479,130,50,217,12,6.25,2,1.360544218,10,6.802721088,93.75,1,93.75,130,50,217,759.4705882,732.1714286,759.4705882,732.1714286,93.75,130,50,217,1,3,0,1,1,1,#N/A,1,1,#N/A,1,1,1
47,0,1,1,2,6,77,1,8.8,6,1,3,0,0,1,0,0,2.692307692,4.923076923,3.307692308,3.384615385,5.153846154,6.076923077,5.166666667,2.75,3.25,2.846153846,6.384615385,6.384615385,5.846153846,5.25,4.888888889,4.4,4.714285714,5.353931624,4.079487179,4.256410256,5.59241453,89,-170.5,-8,25,15.27777778,4,2.721088435,21,14.28571429,84.72222222,1,84.72222222,89,-170.5,-8,808.8,956.9285714,808.8,956.9285714,84.72222222,89,-170.5,-8,2,2,1,0,0,1,1,0,0,1,1,0,0
48,0,1,1,2,6,76,0,8.1,11,0,3,1,0,3,0,0,4.333333333,4.692307692,4.153846154,4.538461538,5.916666667,4.923076923,4.916666667,5.25,4.166666667,4.923076923,4.153846154,4.384615385,4.461538462,4.166666667,3.777777778,3.8,3.785714286,4.118119658,4.682051282,4.759615385,4.197649573,155,69,112,9,4.166666667,3,2.040816327,6,4.081632653,95.83333333,1,95.83333333,155,69,112,870.2121212,838.1176471,870.2121212,838.1176471,95.83333333,155,69,112,1,1,0,1,1,0,0,1,#N/A,0,1,1,1
49,0,1,1,2,6,80,0,9.7,13,0,3,1,0,1,1,0,3.076923077,4.615384615,4.846153846,3,5.384615385,5.846153846,4.916666667,4.166666667,4.833333333,4.461538462,4,5.538461538,5.384615385,4.916666667,5.555555556,5.6,5.571428571,5.399059829,4.475641026,4.461538462,5.348824786,-25,17,-18,115,77.77777778,29,19.72789116,86,58.50340136,22.22222222,0,,,,,1038.888889,985.6363636,,,,,,,3,3,1,1,0,1,1,#N/A,#N/A,1,0,0,0
50,0,1,1,2,6,78,1,9.1,12,1,3,1,1,2,1,1,4.307692308,4.461538462,3.692307692,3.615384615,5.692307692,4.230769231,5.416666667,3.5,3.583333333,3.153846154,5.692307692,5.230769231,5.230769231,5.083333333,4.444444444,4,4.285714286,4.797863248,4.269230769,4.333333333,4.99732906,47.5,57,338,17,9.722222222,10,6.802721088,7,4.761904762,90.27777778,1,90.27777778,47.5,57,338,919.2121212,936.030303,919.2121212,936.030303,90.27777778,47.5,57,338,2,2,1,0,0,1,#N/A,#N/A,0,#N/A,0,1,1
51,0,1,1,2,,,1,7.1,12,0,3,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,187,126.5,109.5,39,25,14,9.523809524,25,17.00680272,75,1,75,187,126.5,109.5,984.9230769,869.4285714,984.9230769,869.4285714,75,187,126.5,109.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
52,0,1,1,2,7,85,0,9.2,11,0,3,1,0,2,0,0,4.615384615,4.769230769,4.846153846,4.769230769,5.384615385,4.461538462,5.666666667,4.916666667,5,5.307692308,3.461538462,4.076923077,5.153846154,5.083333333,4.888888889,4.2,4.642857143,4.680598291,4.870512821,4.807692308,4.800747863,-27,36,24.5,37,23.61111111,3,2.040816327,34,23.1292517,76.38888889,1,76.38888889,-27,36,24.5,877.0666667,796.4827586,877.0666667,796.4827586,76.38888889,-27,36,24.5,1,1,0,1,1,0,#N/A,1,1,#N/A,0,0,0
53,0,1,1,2,6,75,1,8.1,12,1,3,1,1,2,1,1,4.538461538,3.769230769,5.416666667,4.076923077,4.615384615,4,4.5,5.083333333,4.5,4.769230769,3.846153846,3.461538462,4.461538462,4.666666667,3.555555556,3.6,3.571428571,3.949059829,4.53974359,4.402777778,4.036324786,-25,156.5,28,56,36.80555556,15,10.20408163,41,27.89115646,63.19444444,1,63.19444444,-25,156.5,28,828.3461538,735,828.3461538,735,,,,,1,1,0,1,0,0,0,1,0,0,0,1,0
54,0,1,1,2,6,78,1,8.3,,,3,NA,NA,NA,NA,NA,5.5,5.272727273,5.5,5.818181818,5.454545455,2.416666667,4.909090909,3.4,3.727272727,4.909090909,4.8,3.545454545,3.909090909,5,2.75,4.8,3.538461538,4.000909091,4.349090909,4.993686869,3.801136364,26,57,61,36,22.91666667,5,3.401360544,31,21.08843537,77.08333333,1,77.08333333,26,57,61,1005.571429,886.6296296,1005.571429,886.6296296,77.08333333,26,57,61,1,1,0,1,1,0,0,#N/A,1,0,0,1,0
55,0,1,1,2,6,76,0,8.5,14,1,3,1,1,1,0,0,4.75,4.384615385,4.923076923,3.923076923,5.083333333,4.923076923,4.909090909,3.727272727,4.25,4.384615385,4.769230769,4.333333333,4.307692308,5.333333333,4.555555556,3,4,4.305982906,4.408041958,4.664529915,4.632478632,-161,2,100,72,47.91666667,30,20.40816327,42,28.57142857,52.08333333,0,,,,,862.6428571,877.04,,,,,,,1,1,0,1,1,0,0,#N/A,#N/A,#N/A,0,0,1
56,0,1,1,2,,,1,9.2,11,1,3,1,1,2,0,0,3.666666667,4.166666667,4.384615385,4.769230769,5.307692308,3.076923077,4.181818182,3.363636364,4.727272727,4.153846154,5.230769231,5.153846154,5.769230769,5.833333333,4.666666667,3.8,4.357142857,5.044615385,4.331468531,4.228632479,5.355769231,-14.5,154.5,143,37,23.61111111,16,10.88435374,21,14.28571429,76.38888889,1,76.38888889,-14.5,154.5,143,1179.708333,1061.935484,1179.708333,1061.935484,76.38888889,-14.5,154.5,143,3,3,1,1,0,1,1,#N/A,0,1,0,1,1
57,0,1,1,2,6,78,1,8,,,3,NA,NA,NA,NA,NA,5,5.384615385,4.384615385,4.615384615,5.846153846,4.307692308,5.666666667,4.833333333,4.166666667,4.666666667,4.384615385,4.538461538,5.307692308,5.083333333,3.666666667,3.4,3.571428571,4.399230769,4.743589744,4.923076923,4.649038462,272.5,99.5,-99.5,85,56.94444444,3,2.040816327,82,55.78231293,43.05555556,0,,,,,756.2857143,677.7777778,,,,,,,1,1,0,1,1,0,0,1,1,#N/A,1,1,0
58,0,1,1,2,6,79,0,9.6,12,1,3,1,1,2,1,1,4,4.846153846,4.923076923,3.846153846,4.538461538,3.384615385,3.916666667,4.083333333,4.583333333,4,5.153846154,5.307692308,5.615384615,4.916666667,4.555555556,3.8,4.285714286,4.839059829,4.347435897,4.256410256,5.098824786,65,-87.5,98.5,29,18.05555556,7,4.761904762,22,14.96598639,81.94444444,1,81.94444444,65,-87.5,98.5,937.5769231,1061.441176,937.5769231,1061.441176,81.94444444,65,-87.5,98.5,3,3,1,1,0,1,#N/A,#N/A,0,1,1,0,1
59,0,1,1,2,7,86,0,9.7,13,1,3,1,1,3,1,1,4.666666667,4,5.333333333,4.454545455,6,4.083333333,4.5,4.545454545,4.909090909,4.692307692,4,4.846153846,4.833333333,6.2,4.666666667,4.4,4.571428571,4.989230769,4.529370629,4.756313131,5.136538462,24,29.5,154,48,31.25,20,13.60544218,28,19.04761905,68.75,1,68.75,24,29.5,154,885.0769231,866.25,885.0769231,866.25,,,,,3,3,1,1,1,1,1,#N/A,#N/A,1,0,0,1
60,0,1,1,2,6,79,0,9.1,12,1,3,1,1,2,1,1,4.2,4.692307692,3.846153846,3.615384615,5.384615385,4.384615385,4,3.916666667,4.5,4,4.153846154,4.692307692,5.076923077,4.272727273,4.222222222,3.6,4,4.372836053,4.114102564,4.353846154,4.566045066,23,-52.5,-3.5,60,39.58333333,3,2.040816327,57,38.7755102,60.41666667,0,,,,,797.5789474,804.625,,,,,,,0,0,0,0,0,0,0,0,0,#N/A,0,0,0
61,0,1,1,2,6,75,1,8.9,13,1,3,1,1,3,1,1,5.363636364,5.846153846,5.25,4.230769231,5,2.769230769,3.818181818,4.4,3.25,3.153846154,4.583333333,4.692307692,5.769230769,5.909090909,5,4,4.666666667,5.074125874,3.841072261,4.743298368,5.342657343,1,-17,208,27,16.66666667,4,2.721088435,23,15.6462585,83.33333333,1,83.33333333,1,-17,208,868.1612903,878.4814815,868.1612903,878.4814815,83.33333333,1,-17,208,2,2,1,0,1,1,1,0,#N/A,1,0,0,1
62,0,1,1,2,,,0,8.5,6,1,3,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0,1,1,2,,,1,9,11,1,3,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0,1,1,2,6,76,1,8.6,12,1,3,1,1,3,1,1,4.384615385,4.615384615,6.076923077,4.769230769,5.307692308,4.076923077,4.333333333,3.090909091,4.583333333,4.076923077,4.846153846,3.833333333,4.615384615,4.666666667,4.111111111,4.6,4.285714286,4.365299145,4.186130536,4.871794872,4.306623932,45,13,41.5,29,18.05555556,11,7.482993197,18,12.24489796,81.94444444,1,81.94444444,45,13,41.5,957.2222222,897.4285714,957.2222222,897.4285714,81.94444444,45,13,41.5,0,0,0,0,1,0,0,#N/A,1,0,0,0,0
65,0,1,1,2,,,0,8.8,11,1,3,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0,1,1,2,6,82,0,9.6,12,1,3,1,1,1,1,1,4.076923077,4.75,4.846153846,3.692307692,5.076923077,4.166666667,5.166666667,5.333333333,5,4.384615385,4.846153846,4.461538462,5.538461538,5.4,5.444444444,3.8,4.857142857,4.928888889,4.946153846,4.43482906,5.211111111,-61,49,58,21,12.5,2,1.360544218,19,12.92517007,87.5,1,87.5,-61,49,58,918.5757576,847.3870968,918.5757576,847.3870968,87.5,-61,49,58,3,3,1,1,0,1,#N/A,1,#N/A,1,0,1,0
67,0,1,1,2,,,1,7.3,16,0,3,0,0,1,0,0,6.076923077,5.538461538,5.75,4.454545455,6.307692308,1.769230769,5.181818182,3.5,4.545454545,4.769230769,4.166666667,2.583333333,4.166666667,5.3,2.888888889,2.8,2.857142857,3.547777778,4.432634033,4.982808858,3.734722222,-44.5,152,525.5,43,27.77777778,16,10.88435374,27,18.36734694,72.22222222,1,72.22222222,-44.5,152,525.5,981.1923077,927.7692308,981.1923077,927.7692308,72.22222222,-44.5,152,525.5,1,1,0,1,1,0,0,#N/A,1,0,0,1,1
68,0,1,1,2,7,85,0,9.7,12,0,3,1,0,1,1,0,5.583333333,5.230769231,6,4.461538462,5.153846154,3.833333333,3.416666667,3.25,3.583333333,4.230769231,5.153846154,4.769230769,5.583333333,4.083333333,4.666666667,3.2,4.142857143,4.460512821,3.926923077,5.043803419,4.775641026,80.5,38,-59,26,15.97222222,3,2.040816327,23,15.6462585,84.02777778,1,84.02777778,80.5,38,-59,1093.642857,1006.633333,1093.642857,1006.633333,84.02777778,80.5,38,-59,0,0,0,0,1,0,#N/A,0,1,#N/A,1,0,0
69,0,1,1,2,6,81,0,9.8,15,1,3,0,0,1,0,0,5.153846154,5.538461538,4.538461538,3.307692308,6.230769231,5.307692308,5.75,2.818181818,3.75,4.307692308,4.615384615,5.384615385,5.538461538,6.166666667,5.777777778,4.6,5.357142857,5.493504274,4.248251748,5.012820513,5.716880342,133.5,-28.5,225,65,43.05555556,22,14.96598639,43,29.25170068,56.94444444,0,,,,,1065.166667,1100.45,,,,,,,2,2,1,0,1,1,1,#N/A,1,1,1,0,1
70,0,1,1,2,,,1,8.2,14,0,3,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0,1,1,2,,,0,9.4,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0,1,1,2,6,79,1,10,10,0,3,0,0,2,0,0,4.076923077,5.153846154,3.692307692,4.538461538,5.076923077,1.692307692,4,4.636363636,3.272727273,3.416666667,5.307692308,5.416666667,5.692307692,5.272727273,5.555555556,4.2,5.071428571,5.227451437,4.126689977,4.038461538,5.484314297,108.5,-7.5,39.5,13,6.944444444,8,5.442176871,5,3.401360544,93.05555556,1,93.05555556,108.5,-7.5,39.5,1205.542857,1177.90625,1205.542857,1177.90625,93.05555556,108.5,-7.5,39.5,2,2,1,0,0,1,1,#N/A,0,1,1,0,0
73,0,1,1,2,6,78,1,7.5,11,1,3,1,1,1,0,0,4.769230769,5.384615385,5.923076923,4.538461538,5.230769231,2.769230769,4.083333333,5.166666667,4.5,5.307692308,4.230769231,3.846153846,5.538461538,4.833333333,4,3,3.642857143,4.243589744,4.657692308,4.769230769,4.554487179,21,78,442,20,11.80555556,7,4.761904762,13,8.843537415,88.19444444,1,88.19444444,21,78,442,1001.714286,914.3939394,1001.714286,914.3939394,88.19444444,21,78,442,1,1,0,1,1,0,0,1,#N/A,0,0,1,1
74,0,1,1,2,,,1,9.6,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0,1,1,2,,,0,9.4,12,0,3,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0,1,1,3,6,82,0,9.5,12,1,3,1,1,1,1,1,5.25,4.3,5.545454545,4.454545455,6,4.454545455,3.454545455,3.9,5.083333333,4.833333333,4.818181818,5,5.818181818,4.818181818,4.5,5,4.666666667,5.027272727,4.417878788,5.000757576,5.034090909,24,94,3,29,18.05555556,4,2.721088435,25,17.00680272,81.94444444,1,81.94444444,24,94,3,934.3939394,842.9354839,934.3939394,842.9354839,81.94444444,24,94,3,3,3,1,1,1,1,1,#N/A,1,1,0,1,0
77,0,1,1,3,7,86,1,9.9,12,1,3,1,1,2,1,1,3.818181818,5.166666667,5.857142857,4.125,5.416666667,4,4,3.25,4.25,4.25,5.8,5.818181818,6.090909091,5,5.4,5.4,5.4,5.541818182,4.31,4.730609668,5.577272727,103,-44,133.5,8,3.472222222,0,0,8,5.442176871,96.52777778,1,96.52777778,103,-44,133.5,874.4444444,878.0294118,874.4444444,878.0294118,96.52777778,103,-44,133.5,3,3,1,1,1,1,1,#N/A,#N/A,1,1,0,1
78,0,1,1,3,6,80,0,8.2,10,1,3,0,0,3,0,0,4.538461538,4.846153846,5.384615385,4.692307692,5.307692308,4,4.166666667,3.916666667,4.166666667,4.307692308,5.153846154,5.230769231,4.666666667,4.833333333,4.111111111,3.4,3.857142857,4.448376068,4.342307692,4.794871795,4.710470085,39.5,20,-1,23,13.88888889,11,7.482993197,12,8.163265306,86.11111111,1,86.11111111,39.5,20,-1,997.59375,949.2758621,997.59375,949.2758621,86.11111111,39.5,20,-1,1,1,0,1,1,0,0,#N/A,1,#N/A,0,0,0
79,0,1,1,3,,,0,9.5,13,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0,1,1,3,6,79,0,9.7,12,1,3,1,1,3,1,1,3.615384615,4.833333333,3.923076923,3.615384615,5,4.230769231,4.090909091,4.416666667,4,4.076923077,5.153846154,5.166666667,5.666666667,4.454545455,4.555555556,5,4.714285714,4.968686869,4.347668998,4.202991453,4.960858586,89,30.5,157,10,4.861111111,5,3.401360544,5,3.401360544,95.13888889,1,95.13888889,89,30.5,157,972.0285714,938.5588235,972.0285714,938.5588235,95.13888889,89,30.5,157,3,3,1,1,0,1,1,#N/A,0,#N/A,1,0,1
81,0,1,1,3,6,72,0,8.8,,,3,NA,NA,NA,NA,NA,4,4.692307692,4.384615385,4.923076923,5,4,3.5,4.5,3.75,5,4,3.230769231,4.615384615,3.583333333,2.777777778,5.4,3.714285714,3.921452991,4.15,4.5,3.551816239,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,0,NA,NA,NA
82,0,1,1,3,6,77,0,8.9,12,0,3,1,0,2,1,0,3.769230769,4.692307692,4.615384615,3.846153846,5.307692308,5.692307692,4,4.166666667,4.416666667,4.153846154,4.230769231,4.461538462,6.076923077,5,4.888888889,4.6,4.785714286,5.005470085,4.193589744,4.653846154,5.106837607,75.5,15,44.5,48,31.25,24,16.32653061,24,16.32653061,68.75,1,68.75,75.5,15,44.5,1004.913043,1000.592593,1004.913043,1000.592593,,,,,2,2,1,0,1,1,1,#N/A,#N/A,1,1,0,0
83,0,1,1,3,,,1,7.4,11,1,3,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0,1,1,3,6,74,0,8.2,14,1,3,1,1,1,0,0,3.769230769,4.153846154,4.818181818,4.307692308,4.384615385,3.384615385,3.909090909,4.083333333,4.25,3.692307692,4.461538462,4.25,4.384615385,3.916666667,4.125,3.6,3.923076923,4.05525641,4.079254079,4.136363636,4.169070513,-6.5,41,166.5,17,9.722222222,4,2.721088435,13,8.843537415,90.27777778,1,90.27777778,-6.5,41,166.5,854.90625,854.1142857,854.90625,854.1142857,90.27777778,-6.5,41,166.5,0,0,0,0,0,0,0,0,0,0,0,#N/A,1
85,0,1,1,3,7,84,0,9,13,1,3,1,1,2,1,1,4,4.111111111,5.083333333,4.454545455,2.789473684,3.769230769,3.444444444,4.1,4.25,4.3,4.363636364,4,4.636363636,4.181818182,4.6,4.333333333,4.5,4.35030303,4.091616162,4.034615725,4.354545455,88,72,30,15,8.333333333,5,3.401360544,10,6.802721088,91.66666667,1,91.66666667,88,72,30,932.6060606,838.1176471,932.6060606,838.1176471,91.66666667,88,72,30,0,0,0,0,0,0,0,0,0,0,1,1,0
86,0,1,1,3,6,72,0,9.6,11,1,3,1,1,1,0,0,5.153846154,5.153846154,5.153846154,4.666666667,5.076923077,3.923076923,4.416666667,5.5,4.75,6.230769231,3.230769231,4.384615385,5.75,5.083333333,4.666666667,3.2,4.142857143,4.616923077,4.825641026,4.854700855,4.971153846,-43.5,43,283,65,43.05555556,1,0.680272109,64,43.53741497,56.94444444,0,,,,,794.2272727,778.5555556,,,,,,,1,3,0,1,1,1,#N/A,1,1,#N/A,0,1,1
87,0,1,1,3,7,86,1,9.3,10,1,3,0,0,2,0,0,4.076923077,4.923076923,4,3.846153846,5.307692308,3.307692308,5.583333333,4,4.25,5.076923077,4.384615385,4.153846154,5.307692308,5.25,4.444444444,3.8,4.214285714,4.591196581,4.658974359,4.243589744,4.788995726,40,107,81,41,26.38888889,7,4.761904762,34,23.1292517,73.61111111,1,73.61111111,40,107,81,876.3703704,789.96,876.3703704,789.96,73.61111111,40,107,81,1,1,0,1,0,0,#N/A,1,0,#N/A,0,1,0
88,0,1,1,3,7,84,1,8.5,12,1,3,1,1,2,1,1,4.846153846,5,3.583333333,4.769230769,5.538461538,4.923076923,6.083333333,5.416666667,4.75,5.230769231,4.583333333,3.666666667,4.166666667,4.75,3.222222222,4.6,3.714285714,4.081111111,5.212820513,4.776709402,3.951388889,35,40.5,132.5,21,12.5,0,0,21,14.28571429,87.5,1,87.5,35,40.5,132.5,621.7058824,596.625,621.7058824,596.625,87.5,35,40.5,132.5,1,1,0,1,1,0,0,1,#N/A,0,0,0,1
89,0,1,1,3,6,80,1,7.9,14,1,3,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0,1,1,3,6,75,0,9,12,1,3,1,1,3,1,1,3.923076923,5.615384615,5,4.076923077,6.307692308,2,3.272727273,3.5,3.666666667,3.307692308,5.666666667,5.818181818,6.076923077,5.5,4.333333333,3.6,4.071428571,5.065687646,3.882750583,4.487179487,5.432109557,7.5,111.5,68.5,15,8.333333333,7,4.761904762,8,5.442176871,91.66666667,1,91.66666667,7.5,111.5,68.5,1063.257143,912.59375,1063.257143,912.59375,91.66666667,7.5,111.5,68.5,2,2,1,0,0,1,1,0,#N/A,1,0,1,0
91,0,1,1,3,6,83,0,9.8,11,0,3,1,0,2,0,0,4.916666667,4.692307692,3.916666667,4.333333333,5.166666667,3.083333333,5.454545455,3.416666667,4.090909091,3.25,4.833333333,5.083333333,6.090909091,5.3,5.25,5,5.166666667,5.344848485,4.209090909,4.351495726,5.431060606,-131.5,-35,186.5,71,47.22222222,9,6.12244898,62,42.17687075,52.77777778,0,,,,,909.875,886.5454545,,,,,,,2,2,1,0,0,1,1,#N/A,0,1,0,0,1
92,0,1,1,3,,,0,8.2,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0,1,1,3,6,75,0,9.1,12,0,3,1,0,1,1,0,4.153846154,4.769230769,4.153846154,3.230769231,4.461538462,4.769230769,4,3.666666667,4.333333333,3.153846154,5.076923077,4.769230769,4.769230769,4.333333333,5.555555556,5.2,5.428571429,4.925470085,4.046153846,4.256410256,4.856837607,104,-18.5,23.5,24,14.58333333,6,4.081632653,18,12.24489796,85.41666667,1,85.41666667,104,-18.5,23.5,933.4333333,939,933.4333333,939,85.41666667,104,-18.5,23.5,2,2,1,0,0,1,#N/A,0,0,#N/A,1,0,0
94,0,1,1,3,7,84,1,9,11,1,3,1,1,1,0,0,4.769230769,5.692307692,5.538461538,4.692307692,5,2.615384615,4.636363636,3.583333333,4.083333333,4.846153846,4.692307692,3.583333333,5.153846154,4.818181818,3.444444444,5.2,4.071428571,4.43996115,4.368298368,4.717948718,4.249951437,5,13,176,21,12.5,10,6.802721088,11,7.482993197,87.5,1,87.5,5,13,176,988.90625,1001.9375,988.90625,1001.9375,87.5,5,13,176,1,1,0,1,1,0,0,#N/A,#N/A,0,0,0,1
95,0,1,1,3,6,83,0,9.6,10,1,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,0,1,1,3,6,83,0,9.9,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0,1,1,3,,,0,8,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,0,1,1,3,6,81,1,9.8,11,0,3,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0,1,1,3,,,0,7,13,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0,1,1,3,,,1,9,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
